Код;Наименование;Код группы груза
671181;ПРОДУКЦИЯ ПЕЧАТНАЯ И ПОЛИГРАФИЧЕСКАЯ, НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ;10
671196;РИСУНКИ ВСЯКИЕ В РАМАХ И БЕЗ РАМ;7
671209;ЭСТАМПЫ В РАМАХ И БЕЗ РАМ;10
671213;ЭТИКЕТКИ И ЯРЛЫКИ БУМАЖНЫЕ ПЕЧАТНЫЕ;10
680000;ПРОЧАЯ ПРОДУКЦИЯ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ;10
681003;ИНСТРУМЕНТЫ МУЗЫКАЛЬНЫЕ;10
681018;АВТОМАТЫ МУЗЫКАЛЬНЫЕ;10
681022;ГРАМПЛАСТИНКИ;10
681037;ЗАПАСНЫЕ ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ;10
681041;ИНСТРУМЕНТЫ ДУХОВЫЕ;10
681056;ИНСТРУМЕНТЫ МУЗЫКАЛЬНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
681060;ИНСТРУМЕНТЫ СТРУННЫЕ КЛАВИШНЫЕ (ПИАНИНО, РОЯЛИ И ДР.);10
681075;ИНСТРУМЕНТЫ СТРУННЫЕ СМЫЧКОВЫЕ (СКРИПКИ, КОНТРАБАСЫ, И ДР.);10
681081;ИНСТРУМЕНТЫ СТРУННЫЕ ЩИПКОВЫЕ (ГИТАРЫ, БАЛАЛАЙКИ И ДР.);10
681094;ИНСТРУМЕНТЫ УДАРНЫЕ (БАРАБАНЫ И ДР.);10
681107;ИНСТРУМЕНТЫ ЭЛЕКТРОМУЗЫКАЛЬНЫЕ;10
681111;ИНСТРУМЕНТЫ ЯЗЫЧКОВЫЕ (АККОРДЕОНЫ, ГАРМОНИ И ДР.);10
681126;ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ;10
682006;ИНВЕНТАРЬ СПОРТИВНЫЙ, ОХОТНИЧИЙ И ТЕАТРАЛЬНЫЙ;10
682010;АКВАЛАНГИ;10
682025;БУТАФОРИЯ ПРОЧАЯ (ДЕКОРАЦИИ ТЕАТРАЛЬНЫЕ, ИНВЕНТАРЬ ТЕАТРАЛЬНЫЙ, РЕКВИЗИТ ТЕАТРАЛЬНЫЙ);10
682034;ГАМАКИ;10
682044;ГАНТЕЛИ СПОРТИВНЫЕ;10
682059;ДИСКИ ДЛЯ МЕТАНИЯ;10
682063;ИНВЕНТАРЬ ДЛЯ СПОРТИВНЫХ ИГР, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;10
682082;КАРУСЕЛИ;10
682097;КЛЮШКИ ХОККЕЙНЫЕ;10
682100;КОМПЛЕКТЫ СПОРТИВНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
682114;КОНЬКИ И ПРИНАДЛЕЖНОСТИ К НИМ;10
682129;КРУГИ СПАСАТЕЛЬНЫЕ;10
682133;КРЮЧКИ РЫБОЛОВНЫЕ;10
682148;ЛАСТЫ;10
682152;ЛЫЖИ;10
682167;МАЗЬ ЛЫЖНАЯ;10
682171;МАНЕКЕНЫ;10
682186;МАТЫ СПОРТИВНЫЕ;10
682190;МЯЧИ КОЖАНЫЕ И РЕЗИНОВЫЕ;10
682203;НАСОСЫ ФУТБОЛЬНЫЕ;10
682218;ОБОРУДОВАНИЕ, ИНВЕНТАРЬ ТЕАТРАЛЬНЫЙ И ЦИРКОВОЙ;10
682222;ПАЛКИ ЛЫЖНЫЕ;10
682237;ПАРАШЮТЫ;10
682241;ПАТРОНТАШИ И СУМКИ ОХОТНИЧЬИ;10
682260;ПОКРЫШКИ ДЛЯ СПОРТИВНЫХ МЯЧЕЙ;10
682275;ПОЯСА СПАСАТЕЛЬНЫЕ;10
682287;ПРИНАДЛЕЖНОСТИ ОХОТНИЧЬИ И РЫБОЛОВНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
682294;ПРОТИВОГАЗЫ;10
682307;ПЫЖИ РУЖЕЙНЫЕ;10
682311;РАКЕТКИ ТЕННИСНЫЕ;10
682326;РУЖЬЯ ОХОТНИЧЬИ;10
682330;РУПОРЫ;10
682345;РЮКЗАКИ;10
682353;САДКИ ДЛЯ ЖИВОТНЫХ И ПТИЦ ВСЯКИЕ;10
682364;НЕВОДЫ (СЕТИ РЫБОЛОВНЫЕ) ВСЯКИЕ;10
682379;СЕТИ ОХОТНИЧЬИ;10
682383;СЕТКИ СПОРТИВНЫЕ;10
682398;СНАСТИ РЫБОЛОВНЫЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
682400;СПИННИНГИ;10
682415;СТЕНДЫ ДЛЯ ЭКСПОНАТОВ, ВЫСТАВОК, ДИАГРАММ И Т.Д.;10
682420;ТУРНИКИ;10
682434;УДОЧКИ РЫБОЛОВНЫЕ;10
682449;ЧУЧЕЛА ПТИЦ И ЖИВОТНЫХ;10
682453;ШТАНГИ ГИМНАСТИЧЕСКИЕ;10
683009;ИГРЫ И ИГРУШКИ, НАГЛЯДНЫЕ УЧЕБНЫЕ ПОСОБИЯ, КРОМЕ ПЕЧАТНЫХ;10
683013;АВТОМАТЫ ИГРОВЫЕ;10
683028;АВТОМОБИЛИ ДЕТСКИЕ ПЕДАЛЬНЫЕ;10
683032;ВЕЛОСИПЕДЫ ДЕТСКИЕ;10
683047;ГЛОБУСЫ;10
683051;ДОСКИ КЛАССНЫЕ;4
683066;ИГРУШКИ И ИГРЫ ВСЯКИЕ;10
683070;КАРТЫ ИГРАЛЬНЫЕ;10
683085;КОЛЛЕКЦИИ ПО БОТАНИКЕ, ЗООЛОГИИ, МИНЕРАЛОГИИ И ДР.;10
683097;КУКЛЫ;10
683102;ПОСОБИЯ УЧЕБНЫЕ НАГЛЯДНЫЕ В ВИДЕ МОДЕЛЕЙ АППАРАТОВ, МАШИН, ПРИБОРОВ И ДР.;10
683117;САНКИ ДЕТСКИЕ;10
684001;ПРИНАДЛЕЖНОСТИ ШКОЛЬНО-ПИСЬМЕННЫЕ И КАНЦЕЛЯРСКИЕ;10
684016;АЛЬБОМЫ;10
684020;ГОТОВАЛЬНИ ЧЕРТЕЖНЫЕ;10
684035;ДОСКИ ЧЕРТЕЖНЫЕ;4
684040;КАРАНДАШИ ВСЯКИЕ;10
684054;КНИГИ КОНТОРСКИЕ НОВЫЕ;10
684069;КНОПКИ, СКРЕПКИ, БУЛАВКИ КАНЦЕЛЯРСКИЕ;10
684073;ПЕРЬЯ СТАЛЬНЫЕ;3
684088;ПЛАСТИЛИН;10
684092;ПРИНАДЛЕЖНОСТИ ШКОЛЬНО-ПИСЬМЕННЫЕ И КАНЦЕЛЯРСКИЕ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
684105;РУЧКИ АВТОМАТИЧЕСКИЕ (АВТОРУЧКИ);10
684116;СЧЕТЫ КОНТОРСКИЕ И ШКОЛЬНЫЕ;10
684124;ТЕТРАДИ УЧЕНИЧЕСКИЕ;10
684139;ТУШЬ;10
684143;ЧЕРНИЛА;10
685004;ИЗДЕЛИЯ ИЗ КАМЫША, ЛОЗЫ, ЛЫКА, МОЧАЛА (В Т.Ч. МЕБЕЛЬ ПЛЕТЕНАЯ);10
685019;ВЕНИКИ И МЕТЛЫ;10
685023;ВЕРШИ РЫБОЛОВНЫЕ;10
685038;ИЗДЕЛИЯ ИЗ КОРЫ И КРОНЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
685042;ИЗДЕЛИЯ ИЗ ЛЫКА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
685057;ИЗДЕЛИЯ ИЗ МОЧАЛА, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
685061;ИЗДЕЛИЯ ИЗ ТРАВЫ (В ТОМ ЧИСЛЕ ИЗ ТРОСТНИКА);10
685076;КОВРЫ КАМЫШОВЫЕ, КОКОСОВЫЕ, СОЛОМЕННЫЕ И ТРАВЯНЫЕ;10
685080;КОРЗИНКИ И КОРЗИНЫ ЛОЗОВЫЕ;10
685095;КОРОБКИ ЛУБОЧНЫЕ;10
685108;КУЛИ МОЧАЛЬНЫЕ (РОГОЖНЫЕ);10
685112;ЛЮФА;10
685127;МАТЫ ИЗ РАСТИТЕЛЬНЫХ МАТЕРИАЛОВ, В ТОМ ЧИСЛЕ СОЛОМЕННЫЕ;10
685131;МЕБЕЛЬ ПЛЕТЕНАЯ И ГНУТАЯ ИЗ КАМЫША И ЛОЗЫ;10
685146;РОГОЖИ;10
685150;ЦИНОВКИ;10
690002;ОСТАЛЬНЫЕ ГРУЗЫ;3
691005;ДОМАШНИЕ ВЕЩИ;10
692008;УТИЛЬ-СЫРЬЕ;10
692012;АВТОКАМЕРЫ (КАМЕРЫ АВТОМОБИЛЬНЫЕ) РЕЗИНОВЫЕ СТАРЫЕ;10
692027;АВТОПОКРЫШКИ (ПОКРЫШКИ АВТОМОБИЛЬНЫЕ) РЕЗИНОВЫЕ СТАРЫЕ;10
692031;БРАК И ОТХОДЫ БУМАЖНЫЕ;10
692046;ВЕЛОКАМЕРЫ (КАМЕРЫ ВЕЛОСИПЕДНЫЕ) РЕЗИНОВЫЕ СТАРЫЕ;10
692050;ВЕЛОПОКРЫШКИ (ПОКРЫШКИ ВЕЛОСИПЕДНЫЕ) РЕЗИНОВЫЕ СТАРЫЕ;10
692065;ВЕТОШЬ (ТРЯПЬЕ);10
692073;ИЗДЕЛИЯ ГУТТАПЕРЧИВЫЕ СТАРЫЕ;10
692084;ИЗДЕЛИЯ КАУЧУКОВЫЕ СТАРЫЕ;10
692099;ИЗДЕЛИЯ КОЖАНЫЕ СТАРЫЕ;10
692101;ИЗДЕЛИЯ РЕЗИНОВЫЕ СТАРЫЕ;10
692116;КНИГИ КОНТОРСКИЕ СТАРЫЕ;10
692120;КРОШКА РЕЗИНОВАЯ;10
692135;ЛОСКУТ КОЖАНЫЙ ВЫДЕЛАННЫЙ;10
692140;МАКУЛАТУРА;10
692154;ОБРЕЗКИ ГУТТАПЕРЧЕВЫЕ;10
692169;ОБРЕЗКИ КАРТОНА;10
692173;ОБРЕЗКИ КАУЧУКОВЫЕ;10
692188;ОБРЕЗКИ КОЖ (ШКУР), НЕ ГОДНЫЕ К УПОТРЕБЛЕНИЮ;10
692192;ОБРЕЗКИ ОВЧИННЫЕ;10
692205;ОСТАТКИ ОТ РЕЗИНОВОГО ПРОИЗВОДСТВА;10
692216;ОСТАТКИ ПРЯДИЛЬНОГО ПРОИЗВОДСТВА ПРОМАСЛЕННЫЕ;10
692224;ОТХОДЫ ТРИКОТАЖНЫЕ;10
692239;ОТХОДЫ ЦЕЛЛЮЛОЗНЫЕ;10
692243;ПОКРЫШКИ АВТОБУСНЫЕ, МОТОЦИКЛЕТНЫЕ, ТРОЛЛЕЙБУСНЫЕ И ДРУГИЕ РЕЗИНОВЫЕ СТАРЫЕ;10
692258;РЕГЕНЕРАТ РЕЗИНЫ;10
692262;ПРОКЛАДКИ КАРТОННЫЕ СТАРЫЕ;10
692277;УТИЛЬ-СЫРЬЕ, НЕ ПОИМЕНОВАННОЕ В АЛФАВИТЕ;10
692281;ВЕТОШЬ ПРОМАСЛЕННАЯ;10
692296;ОТХОДЫ ТЕКСТИЛЬНЫЕ ВСЯКИЕ ПРОМАСЛЕННЫЕ;10
692309;ОЧЕСЫ ХЛОПЧАТОБУМАЖНЫЕ;10
693000;ГРУЗЫ, НЕ ВХОДЯЩИЕ НИ В ОДНУ ИЗ УКАЗАННЫХ ВЫШЕ ГРУПП И ПОЗИЦИЙ ЕТСНГ, А ТАКЖЕ ГРУЗЫ, ДЛЯ КОТОРЫХ НЕ УСТАНОВЛЕНО ОТДЕЛЬНЫХ ТАРИФОВ;10
693015;ВЕЩЕСТВА РАДИОАКТИВНЫЕ;10
693026;ГРОБЫ С ТЕЛАМИ УМЕРШИХ;10
693034;ЗЕМЛЯ ОГОРОДНАЯ И САДОВАЯ;10
693087;ПРОЧИЕ ГРУЗЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
693091;СНАРЯЖЕНИЕ ЭКСПЕДИЦИОННОЕ (ИМУЩЕСТВО, ИНВЕНТАРЬ РАЗДАТОЧНЫХ, ИЗЫСКАТЕЛЬСКИХ, НАУЧНЫХ ПАРТИЙ И ЭКСПЕДИЦИЙ);10
693104;ПОВОЗКИ ДЕРЕВЯННЫЕ ВСЯКИЕ;10
693119;ТЕРМОСПИЧКИ;10
693123;УРНЫ С ПЕПЛОМ УМЕРШИХ;10
693138;ШАШКИ ТЕРМИТНО-МУФЕЛЬНЫЕ;10
693142;ВЗРЫВЧАТЫЕ МАТЕРИАЛЫ;10
693157;ВАГОНЫ С ЛЮДЬМИ;10
693161;ОБОРУДОВАНИЕ НЕСЪЕМНОЕ, УСТАНОВЛЕННОЕ НА ВАГОНЕ (ТУРНИКЕТЫ, СТОЙКИ, КАССЕТЫ, ПРИЗМЫ И ДР.);10
693176;ОБОРУДОВАНИЕ СЪЕМНОЕ (ТУРНИКЕТЫ, СТОЙКИ, КАССЕТЫ, ПРИЗМЫ, ХЛЕБНЫЕ ЩИТЫ, СТЯЖКИ, СТРОПЫ И ДР.);10
693180;СПИЧКИ БЕЗОПАСНЫЕ;10
693195;АВТОПОЕЗД ПОРОЖНИЙ;10
693208;ПОЛУПРИЦЕП ПОРОЖНИЙ;10
693212;КУЗОВ СЪЕМНЫЙ ПОРОЖНИЙ;10
693227;СБОРНАЯ ПОВАГОННАЯ ОТПРАВКА;10
693231;СБОРНАЯ КОНТЕЙНЕРНАЯ;10
710009;УГЛЕВОДОРОДЫ И ИХ ПРОИЗВОДНЫЕ;10
711001;УГЛЕВОДОРОДЫ;10
711016;АНТРАЦЕН;10
711020;АЦЕТИЛЕН (ЭТИН) РАСТВОРЕННЫЙ;10
711035;БЕНЗОЛ;10
711043;БЕНЗОЛЬНАЯ ГОЛОВКА;10
711054;БЕНТОЛ (ФРАКЦИЯ БЕНЗОЛ-ТОЛУОЛЬНАЯ);10
711069;БУТИЛБЕНЗОЛ;10
711073;БУТИЛЕН (БУТЕН-1);10
711088;ВИНИЛБЕНЗОЛ (СТИРОЛ) ИНГИБИРОВАННЫЙ;10
711092;ГЕКСЕН-1;10
711105;ГЕПТАН;10
711110;ДИВИНИЛБЕНЗОЛ ИНГИБИРОВАННЫЙ;10
711124;ДИИЗОБУТИЛЕН;10
711139;ДИПЕНТЕН;10
711143;ДИТОЛИЛМЕТАН;10
711162;ДИЦИКЛОПЕНТАДИЕН;10
711177;1,4-ДИЭТИЛБЕНЗОЛ;10
711181;ДОДЕКАН (ДИГЕКСИЛ);10
711196;ИЗОАМИЛЕНЫ;10
711209;ИЗОБУТИЛЕН (1-МЕТИЛПРОПЕН);10
711213;ИЗООКТАН;10
711228;ИЗОПЕНТАН ИНГИБИРОВАННЫЙ;10
711232;ИЗОПРЕН (2-МЕТИЛБУТАДИЕН-1, 3) ИНГИБИРОВАННЫЙ;10
711247;ИЗОПРОПЕНИЛБЕНЗОЛ (АЛЬФА-МЕТИЛСТИРОЛ);10
711251;ИЗОПРОПИЛБЕНЗОЛ (КУМОЛ);10
711266;КСИЛОЛ (ОРТО-, МЕТА-, ПАРА-);10
711270;МЕЗИТИЛЕН;10
711285;МЕТИЛБЕНЗОЛ (ТОЛУОЛ);10
711296;МЕТИЛВИНИЛПИРИДИН;10
711302;2-МЕТИЛНАФТАЛИН (БЕТА-МЕТИЛНАФТАЛИН) ТЕХНИЧЕСКИЙ;10
711317;НАФТАЛИН;10
711321;ПЕНТАН;10
711336;ПИПЕРИЛЕН;10
711340;ПИРЕН;10
711355;ПИРИДИН;10
711362;Н-ПРОПИЛБЕНЗОЛ;10
711374;ПРОПИЛЕН (ПРОПЕН);10
711389;ПСЕВДОБУТИЛЕН;10
711393;ПСЕВДОКУМОЛ;10
711406;ТЕТРАЛИН;10
711410;ТЕТРАМЕРЫ ПРОПИЛЕНА;10
711425;ТРИМЕРЫ ПРОПИЛЕНА;10
711439;ТРИЭТИЛБЕНЗОЛ-1,2,3;10
711444;УГЛЕВОДОРОДЫ ЛЕГКИЕ;10
711459;УГЛЕВОДОРОДЫ ТЯЖЕЛЫЕ;10
711463;ФРАКЦИИ АЛЬФА-ОЛЕФИНОВ С16-С18, С20-С26;10
711478;ФРАКЦИИ АЛЬФА-ОЛЕФИНОВ С10-С12;10
711482;ФРАКЦИИ АЛЬФА-ОЛЕФИНОВ С8, С8-С10, С10;10
711497;ФРАКЦИЯ АЛЬФА-ОЛЕФИНОВ С12-С14;10
711505;ФРАКЦИЯ АЛЬФА-МЕТИЛСТИРОЛЬНАЯ;10
711514;ФРАКЦИИ АНТРАЦЕНОВЫЕ;10
711529;ФРАКЦИИ АРОМАТИЧЕСКИХ УГЛЕВОДОРОДОВ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
711533;ФРАКЦИИ БЕНЗОЛЬНЫЕ;10
711548;ФРАКЦИЯ БЕТА-ПИКОЛИНОВАЯ;10
711552;ФРАКЦИЯ БУТИЛЕН-ДИВИНИЛОВАЯ;10
711567;ФРАКЦИЯ КСИЛОЛЬНАЯ;10
711571;ФРАКЦИЯ МЕТИЛДИГИДРО-ПИРАНОВАЯ (ТЕТРАН);10
711586;ФРАКЦИЯ МЕТИЛНАФТАЛИНОВАЯ (ФРАКЦИЯ 1- И 2- МЕТИЛНАФТАЛИНОВАЯ);10
711590;ФРАКЦИЯ МЕТИЛНАФТАЛИНОВАЯ УЗКАЯ;10
711603;ФРАКЦИЯ ПАРАКСИЛОЛЬНАЯ;10
711618;ФРАКЦИЯ ПИКОЛИНОВАЯ;10
711622;ФРАКЦИЯ ЭТИЛБЕНЗОЛЬНАЯ;10
711637;ФУРФУРОЛ;10
711656;ЦИКЛОГЕКСАН (ГЕКСАМЕТИЛЕН);10
711675;ЦИКЛОДОДЕКАН;10
711681;ЭТИЛБЕНЗОЛ;10
712004;ГАЛОГЕНОПРОИЗВОДНЫЕ УГЛЕВОДОРОДОВ;10
712019;АЛЛИЛХЛОРИД (АЛЛИЛ ХЛОРИСТЫЙ);7
712023;БЕНЗИЛХЛОРИД (БЕНЗИЛ ХЛОРИСТЫЙ);7
712038;БЕНЗОИЛХЛОРИД (БЕНЗОИЛ ХЛОРИСТЫЙ);7
712042;БЕНЗОТРИФТОРИД;10
712057;БЕНЗОТРИХЛОРИД;10
712061;БРОМБУТАН;10
712076;1-БРОМ-3-ХЛОРПРОПАН;10
712080;БУТИЛ ХЛОРИСТЫЙ (1-ХЛОРБУТАН);7
712095;ВИНИЛ ХЛОРИСТЫЙ (ВИНИЛХЛОРИД) ИНГИБИРОВАННЫЙ;7
712108;ВИНИЛИДЕНФТОРИД (ВИНИЛИДЕН ФТОРИСТЫЙ, 1,1-ДИФТОРЭТИЛЕН);7
712112;ВИНИЛИДЕНХЛОРИД ИНГИБИРОВАННЫЙ;10
712127;ГЕКСАХЛОРБЕНЗОЛ;10
712131;ГЕКСАХЛОРЦИКЛОГЕКСАН;10
712146;ГЕКСАХЛОРЦИКЛОПЕНТАДИЕН;10
712150;ГЕКСАХЛОРЭТАН;10
712165;ДИБРОМТРИХЛОРПРОПАН;10
712172;ДИБРОМПРОПАН-1, 2;10
712184;1,2-ДИБРОМЭТАН (ЭТИЛЕНДИБРОМИД);10
712199;ДИХЛОРПРОПАН;10
712201;1,2-ДИХЛОРБЕНЗОЛ;10
712216;1,4-ДИХЛОРБЕНЗОЛ;10
712220;1,2-ДИХЛОРЭТАН;10
712235;1,2-ДИХЛОРЭТИЛЕН;10
712249;МЕТИЛ БРОМИСТЫЙ (БРОММЕТАН, МЕТИЛБРОМИД);10
712254;МЕТИЛ ХЛОРИСТЫЙ (МОНОХЛОРМЕТАН, МЕТИЛХЛОРИД);7
712269;МЕТИЛАЛЛИЛХЛОРИД;10
712273;МЕТИЛЕНХЛОРИД (ДИХЛОРМЕТАН);10
712288;ПЕНТАХЛОРЭТАН;10
712292;ПЕРХЛОРЭТИЛЕН ТЕХНИЧЕСКИЙ;10
712305;ПОЛИХЛОРИДЫ БЕНЗОЛА;10
712315;ТЕТРАБРОМЭТАН;10
712324;ТЕТРАФТОРМЕТАН;10
712339;ТЕТРАФТОРЭТИЛЕН ИНГИБИРОВАННЫЙ;10
712343;ТЕТРАХЛОРБЕНЗОЛ;10
712358;ТЕТРАХЛОРПЕНТАН;10
712362;ТЕТРАХЛОРПРОПАН;10
712377;ТЕТРАХЛОРЭТАН;10
712381;ТЕТРАХЛОРЭТИЛЕН;10
712409;ТРИХЛОРДИФЕНИЛ;10
712413;ТРИФТОРТРИХЛОРЭТАН (ХЛАДОН-113);10
712428;ТРИФТОРХЛОРЭТИЛЕН ИНГИБИРОВАННЫЙ;10
712432;ТРИХЛОРПРОПАН-1,2,3;10
712447;ТРИХЛОРТРИФТОРЭТАН;10
712451;ТРИХЛОРЭТАН;10
712466;ТРИХЛОРЭТИЛЕН;10
712470;УГЛЕРОД ЧЕТЫРЕХБРОМИСТЫЙ (ТЕТРАБРОМИД УГЛЕРОДА);10
712485;УГЛЕРОД ЧЕТЫРЕХХЛОРИСТЫЙ (УГЛЕРОДА ТЕТРАХЛОРИД);7
712491;ХЛАДОН-11 (ФТОРТРИХЛОРМЕТАН);10
712502;ХЛАДОН-12 (ДИФТОРДИХЛОРМЕТАН);10
712517;ХЛАДОН-612;10
712521;ХЛАДОНЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
712536;ХЛОРНАФТАЛИН;10
712540;ХЛОРОФОРМ (ТРИХЛОРМЕТАН);10
712555;ХЛОРОФОРМ МЕДИЦИНСКИЙ;10
712568;ХЛОРТОЛУОЛ (ПАРА-, ОРТО-);10
712574;ХЛОРЭТИЛ;10
712589;ЭТИЛЕНХЛОРИД;10
712593;ЭТИЛ БРОМИСТЫЙ (БРОМЭТАН, ЭТИЛБРОМИД);10
712606;ЭТИЛХЛОРИД (ХЛОРЭТАН, МОНОХЛОРЭТАН);10
712610;АНИЗОИЛХЛОРИД (АНИЗОИЛ ХЛОРИСТЫЙ);7
712625;ГЕКСАХЛОРБУТАДИЕН-1,3;10
713007;ПРОИЗВОДНЫЕ УГЛЕВОДОРОДОВ ПРОЧИЕ;10
713011;ДИФЕНИЛМЕТАНДИИЗОЦИАНАТ;10
713026;ИЗОМЕРЫ ЦИКЛОДОДЕКАТРИЕНА;10
713030;КАМФЕН ТЕХНИЧЕСКИЙ;10
713045;КАПРОЛАКТАМ;10
713059;КОМПОЗИЦИИ ИЗОЦИАНАТНЫЕ (СУРИЗОНЫ);10
713064;МЕТИЛТЕТРАГИДРОФУРАН;10
713079;ОСНОВАНИЯ ПИРИДИНОВЫЕ ЛЕГКИЕ;10
713083;ОСНОВАНИЯ ПИРИДИНОВЫЕ ТЯЖЕЛЫЕ;10
713098;ПОЛИИЗОЦИАНАТЫ;10
713100;ПРОИЗВОДНЫЕ УГЛЕВОДО-РОДОВ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
713115;ТЕТРАГИДРОФУРАН;10
713125;ТОЛУИЛЕНДИИЗОЦИАНАТ;10
713134;ФЕНИЛГИДРАЗИН;10
713153;ФЕНИЛМЕТИЛУРЕТАН;10
713168;ХЛОРЦИАН СТАБИЛИЗИРОВАННЫЙ;10
720000;КИСЛОРОДСОДЕРЖАЩИЕ ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ;10
721003;СПИРТЫ И ИХ ПРОИЗВОДНЫЕ;10
;АНТИФРИЗЫ ЭТИЛЕНГЛИКОЛЕВЫЕ;
721022;АНТИФРИЗЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
721037;БУТАНДИОЛ-1,-2;10
721041;БУТАНОЛ (СПИРТ БУТИЛОВЫЙ);10
721056;ГЕПТАНОЛ (СПИРТ ГЕПТИЛОВЫЙ);10
721060;ГЛИКОЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
721075;ГЛИЦИДОЛ;10
721082;ГЛИЦЕРИН ТЕХНИЧЕСКИЙ (ПРОПАНТРИОЛ-1,2,3);10
721094;ГРИНОЛ;10
721107;ДЕКАНОЛ-1;10
721111;2,3-ДИБРОМПРОПАНОЛ-1;10
721126;ДИГИМ;10
721130;БУТИНДИОЛ-1,-4;10
721145;ДИХЛОРГИДРИН ГЛИЦЕРИНА (1,3-ДИХЛОРПРОПАНОЛ-2);10
721159;ДИЭТИЛГЕКСАНОЛ;10
721164;ДИЭТИЛЕНГЛИКОЛЬ;10
721179;БУТИЛКАРБИТОЛ;10
721183;ЖИДКОСТЬ ПГВ;10
721198;"ЖИДКОСТЬ ""АРКТИКА""";10
721200;"ЖИДКОСТЬ ""НИИСС-4""";10
721215;"ЖИДКОСТЬ ""ХОЛОД-40""";10
721225;"ЖИДКОСТЬ ""ИМ""";10
721234;"ЖИДКОСТЬ ""ТГФ-М""";10
721268;МЕТИЛИЗОБУТИЛКАРБИ-НОЛ;10
721272;МЕТИЛКАРБИТОЛ;10
721319;ОСУШИТЕЛЬ-СЫРЕЦ (НА ОСНОВЕ ПОЛИГЛИКОЛЕЙ);10
721323;ПЕНТАЭРИТРИТ;10
721338;ПОЛИГЛИКОЛИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
721342;ПОЛИЭТИЛЕНГЛИКОЛИ, ВОДНЫЕ РАСТВОРЫ;10
721357;ПРОКСАНОЛ, ВОДОМЕТАНОЛЬНЫЙ РАСТВОР;10
721361;ПРОПИЛЕНГЛИКОЛИ;10
721376;ПЫЛЕПОДАВИТЕЛЬ;10
721380;СПИРТ АЛЛИЛОВЫЙ;10
721395;СПИРТ АМИЛОВЫЙ (ПЕНТАНОЛ);10
721408;СПИРТ БЕНЗИЛОВЫЙ;10
721412;СПИРТ БУТИЛОВЫЙ ТРЕТИЧНЫЙ (ТРИМЕТИЛКАРБИНОЛ);10
721427;СПИРТ ГЕКСИЛОВЫЙ (ГЕКСАНОЛ-1);10
721431;СПИРТ ДИАЦЕТОНОВЫЙ;10
721446;СПИРТ ИЗОАМИЛОВЫЙ;10
721450;СПИРТ ИЗОБУТИЛОВЫЙ (ИЗОБУТАНОЛ);10
721465;СПИРТ ИЗООКТИЛОВЫЙ;10
721478;СПИРТ ИЗОПРОПИЛОВЫЙ;10
721484;СПИРТ МЕТИЛОВЫЙ (МЕТАНОЛ);10
721499;СПИРТ НОНИЛОВЫЙ (НОНАНОЛ);10
721501;СПИРТ ОКТИЛОВЫЙ (ОКТАНОЛ);10
721516;СПИРТ ПОЛИВИНИЛОВЫЙ;10
721520;СПИРТ Н-ПРОПИЛОВЫЙ;10
721535;СПИРТ ТЕТРАГИДРОФУРИЛОВЫЙ;10
721544;СПИРТ ТЕТРАГИДРОФУР-ФУРИЛОВЫЙ;10
721554;СПИРТ ФЕНЭТИЛОВЫЙ;10
721569;СПИРТ ФУРФУРИЛОВЫЙ;10
721573;СПИРТ ЭТИЛОВЫЙ ТЕХНИЧЕСКИЙ;10
721588;СПИРТЫ ЖИРНЫЕ СИНТЕТИЧЕСКИЕ;10
721592;СПИРТЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
721605;ТЕТРАЭТИЛЕНГЛИКОЛЬ;10
721610;ТОСОЛ А-40;10
721624;ТОСОЛЫ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;10
721639;ТРИЭТИЛЕНГЛИКОЛЬ;10
